"cti".1	"mp.name"
310913.2	"OLANZAPINE"
310922.2	"OLANZAPINE"
310931.2	"OLANZAPINE"
310947.2	"OLANZAPINE"
310956.2	"OLANZAPINE"
310965.2	"OLANZAPINE"
310974.2	"OLANZAPINE"
310983.2	"OLANZAPINE"
310992.2	"OLANZAPINE"
311017.2	"AZITHROMYCIN (MONOHYDRATE)"
311026.2	"PANITUMUMAB"
311035.2	"PANITUMUMAB"
311044.2	"PANITUMUMAB"
311053.2	"ALGINATE SODIUM"
311053.2	"CALCIUM CARBONATE"
311053.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
311062.2	"METFORMIN HYDROCHLORIDE"
311062.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311071.2	"ALGINATE SODIUM"
311071.2	"CALCIUM CARBONATE"
311071.2	"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)"
311096.2	"METFORMIN HYDROCHLORIDE"
311096.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311105.2	"METFORMIN HYDROCHLORIDE"
311105.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311114.2	"LAMOTRIGINE"
311123.2	"METFORMIN HYDROCHLORIDE"
311123.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311132.2	"LAMOTRIGINE"
311141.2	"METFORMIN HYDROCHLORIDE"
311141.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311157.2	"METFORMIN HYDROCHLORIDE"
311157.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311166.2	"METFORMIN HYDROCHLORIDE"
311166.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311175.2	"LAMOTRIGINE"
311184.2	"METFORMIN HYDROCHLORIDE"
311184.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311193.2	"METFORMIN HYDROCHLORIDE"
311193.2	"PIOGLITAZONE (HYDROCHLORIDE)"
311202.2	"LAMOTRIGINE"
311211.2	"LAMOTRIGINE"
311227.2	"LAMOTRIGINE"
311236.2	"EPOIETINUM-ALPHA"
311245.2	"EPOIETINUM-ALPHA"
311254.2	"EPOIETINUM-ALPHA"
311263.2	"EPOIETINUM-ALPHA"
311272.2	"EPOIETINUM-ALPHA"
311281.2	"EPOIETINUM-ALPHA"
311297.2	"EPOIETINUM-ALPHA"
311306.2	"EPOIETINUM-ALPHA"
311315.2	"EPOIETINUM-ALPHA"
311324.2	"EPOIETINUM-ALPHA"
311333.2	"EPOIETINUM-ALPHA"
311342.2	"EPOIETINUM-ALPHA"
311351.2	"EPOIETINUM-ALPHA"
311367.2	"EPOIETINUM-ALPHA"
311376.2	"CARBIDOPA"
311376.2	"ENTACAPONE"
311376.2	"LEVODOPA"
311385.2	"CARBIDOPA"
311385.2	"ENTACAPONE"
311385.2	"LEVODOPA"
311394.2	"CARBIDOPA"
311394.2	"ENTACAPONE"
311394.2	"LEVODOPA"
311403.2	"IRBESARTAN"
311412.2	"IRBESARTAN"
311421.2	"IRBESARTAN"
311437.2	"IRBESARTAN"
311446.2	"IRBESARTAN"
311455.2	"IRBESARTAN"
311464.2	"IRBESARTAN"
311473.2	"IRBESARTAN"
311482.2	"IRBESARTAN"
311491.2	"IRBESARTAN"
311507.2	"IRBESARTAN"
311516.2	"IRBESARTAN"
311561.2	"OSELTAMIVIR (PHOSPHATE)"
311577.2	"OSELTAMIVIR (PHOSPHATE)"
311586.2	"RIVASTIGMINE"
311595.2	"RIVASTIGMINE"
311604.2	"RIVASTIGMINE"
311613.2	"RIVASTIGMINE"
311622.2	"RIVASTIGMINE (HYDROGEN TARTRATE)"
311631.2	"RIVASTIGMINE (HYDROGEN TARTRATE)"
311647.2	"RIVASTIGMINE (HYDROGEN TARTRATE)"
311656.2	"RIVASTIGMINE (HYDROGEN TARTRATE)"
311665.2	"FOSAPREPITANT (DIMEGLUMINE)"
311674.2	"FOSAPREPITANT (DIMEGLUMINE)"
311683.2	"FLUTICASONE FUROATE"
311692.2	"FLUTICASONE FUROATE"
311701.2	"FLUTICASONE FUROATE"
311717.2	"PACLITAXEL"
311726.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311735.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311744.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311753.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311762.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311771.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311787.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311796.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311805.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311814.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311823.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311832.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311841.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311857.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311866.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311875.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311884.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
311893.2	"SITAGLIPTIN (PHOSPHATE MONOHYDRATE)"
312051.2	"HYDROCHLOROTHIAZIDE"
312051.2	"IRBESARTAN"
312067.2	"HYDROCHLOROTHIAZIDE"
312067.2	"IRBESARTAN"
312076.2	"HYDROCHLOROTHIAZIDE"
312076.2	"IRBESARTAN"
312085.2	"HYDROCHLOROTHIAZIDE"
312085.2	"IRBESARTAN"
312094.2	"HYDROCHLOROTHIAZIDE"
312094.2	"IRBESARTAN"
312103.2	"HYDROCHLOROTHIAZIDE"
312103.2	"IRBESARTAN"
312252.2	"RIVASTIGMINE"
312261.2	"RIVASTIGMINE"
312277.2	"RIVASTIGMINE"
312286.2	"RIVASTIGMINE"
312295.2	"RIVASTIGMINE"
312304.2	"RIVASTIGMINE"
312313.2	"RIVASTIGMINE"
312322.2	"RIVASTIGMINE"
312331.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312347.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312356.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312356.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312365.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312365.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312374.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312374.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312383.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312392.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312401.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312401.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312417.2	"CLARITHROMYCINE"
312426.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312426.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312444.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312444.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312453.2	"FORMOTEROL FUMARATE"
312462.2	"LIDOCAINE"
312487.2	"FELODIPINE"
312487.2	"RAMIPRIL"
312496.2	"FELODIPINE"
312496.2	"RAMIPRIL"
312505.2	"RITONAVIR"
312514.2	"BUSULFAN"
312523.2	"PEGAPTANIBUM NATRII"
312532.2	"PEMETREXED (DISODIUM)"
312541.2	"SUNITINIB (MALATE)"
312557.2	"SUNITINIB (MALATE)"
312566.2	"SUNITINIB (MALATE)"
312575.2	"DULOXETINE (HYDROCHLORIDE)"
312584.2	"DULOXETINE (HYDROCHLORIDE)"
312593.2	"DULOXETINE (HYDROCHLORIDE)"
312602.2	"DULOXETINE (HYDROCHLORIDE)"
312611.2	"DULOXETINE (HYDROCHLORIDE)"
312627.2	"DEFERIPRONE"
312636.2	"DEFERIPRONE"
312645.2	"HYDROCHLOROTHIAZIDE"
312645.2	"IRBESARTAN"
312654.2	"HYDROCHLOROTHIAZIDE"
312654.2	"IRBESARTAN"
312663.2	"HYDROCHLOROTHIAZIDE"
312663.2	"IRBESARTAN"
312672.2	"HYDROCHLOROTHIAZIDE"
312672.2	"IRBESARTAN"
312681.2	"HYDROCHLOROTHIAZIDE"
312681.2	"IRBESARTAN"
312697.2	"HYDROCHLOROTHIAZIDE"
312697.2	"IRBESARTAN"
312706.2	"TEMOPORFIN"
312715.2	"TEMOPORFIN"
312724.2	"TEMOPORFIN"
312733.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312742.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312751.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312767.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312776.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312785.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312794.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312803.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312812.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312821.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312837.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312846.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312855.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312855.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312864.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312864.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312873.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312873.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312882.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312882.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312891.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312891.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312907.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312907.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312916.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312916.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312925.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312925.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312934.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312934.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312943.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312943.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312952.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312952.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312961.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312961.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312977.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312977.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312986.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312986.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
312995.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
312995.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313004.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313004.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313013.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313013.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313022.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313022.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313031.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313047.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313056.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313056.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313065.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313065.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313074.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313074.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313083.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313092.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313101.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313101.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313117.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313117.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313126.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313126.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313135.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313144.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313153.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313153.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313162.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313162.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313171.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313171.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313187.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313196.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313205.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313214.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313223.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313232.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313241.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313257.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313266.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313275.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313284.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313293.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313302.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313302.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313311.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313311.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313327.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313327.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313336.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313336.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313345.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313345.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313354.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313354.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313363.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313363.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313372.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313372.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313381.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313381.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313397.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313397.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313406.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313406.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313415.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313415.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313424.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313424.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313433.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313433.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313442.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313442.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313451.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313451.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313467.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313467.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313476.2	"INSULINUM HUMANUM (BIOSYNTHET.OU CONVERSION)"
313476.2	"INSULINUM HUMANUM (PROTAMINUM) ISOPHANUM"
313485.2	"IRINOTECAN HYDROCHLORIDE TRIHYDRATE"
313494.2	"MIRTAZAPINE"
313503.2	"MIRTAZAPINE"
313512.2	"MIRTAZAPINE"
313564.2	"BISOPROLOL (HEMI)FUMARATE"
313564.2	"HYDROCHLOROTHIAZIDE"
313573.2	"BISOPROLOL (HEMI)FUMARATE"
313573.2	"HYDROCHLOROTHIAZIDE"
313582.2	"SODIUM IODIDE (I-123)"
313591.2	"IOBENGUANE (I-123)"
313607.2	"IPRATROPIUM BROMIDE ANHYDROUS"
313607.2	"SALBUTAMOL (SULFATE)"
313616.2	"CAMPHOR"
313616.2	"METHYL SALICYLATE"
313625.2	"GLIBENCLAMIDE"
313634.2	"SIMVASTATIN"
313643.2	"SERTRALINE HYDROCHLORIDE"
313686.2	"EPOIETINUM-ALPHA"
313704.2	"FLUCONAZOLE"
313713.2	"FLUCONAZOLE"
313722.2	"FLUCONAZOLE"
313756.2	"VENLAFAXINE HYDROCHLORIDE"
313765.2	"VENLAFAXINE HYDROCHLORIDE"
313774.2	"VENLAFAXINE HYDROCHLORIDE"
313783.2	"VENLAFAXINE HYDROCHLORIDE"
313792.2	"VENLAFAXINE HYDROCHLORIDE"
313801.2	"VENLAFAXINE HYDROCHLORIDE"
313817.2	"SIMVASTATIN"
313826.2	"OMEPRAZOLE"
313835.2	"ALPRAZOLAM"
313844.2	"DIOSMIN"
313844.2	"HESPERIDIN"
314011.2	"GADOPENTETATE DIMEGLUMINE"
314027.2	"GADOPENTETATE DIMEGLUMINE"
314036.2	"GADOPENTETATE DIMEGLUMINE"
314045.2	"GADOPENTETATE DIMEGLUMINE"
314054.2	"GADOPENTETATE DIMEGLUMINE"
314115.2	"TELBIVUDINE"
314167.2	"INDAPAMIDE"
314167.2	"PERINDOPRIL ARGININE"
314176.2	"INDAPAMIDE"
314176.2	"PERINDOPRIL ARGININE"
314185.2	"PIROXICAM"
314194.2	"TETRAZEPAM"
314203.2	"ADAPALENE"
314203.2	"BENZOYL PEROXIDE"
314221.2	"QUETIAPINE FUMARATE"
314246.2	"QUETIAPINE FUMARATE"
314264.2	"QUETIAPINE FUMARATE"
314282.2	"QUETIAPINE FUMARATE"
314395.2	"ETHINYLESTRADIOL"
314395.2	"LEVONORGESTREL"
314404.2	"CITALOPRAM HYDROBROMIDE"
314413.2	"ITRACONAZOLE"
314422.2	"LOSARTAN POTASSIUM"
314431.2	"LOSARTAN POTASSIUM"
314447.2	"LOSARTAN POTASSIUM"
314456.2	"LOSARTAN POTASSIUM"
314465.2	"LOSARTAN POTASSIUM"
314474.2	"LOSARTAN POTASSIUM"
314483.2	"LOSARTAN POTASSIUM"
314492.2	"LOSARTAN POTASSIUM"
314526.2	"BICALUTAMIDE"
314535.2	"BICALUTAMIDE"
314544.2	"BICALUTAMIDE"
314587.2	"OMEPRAZOLE SODIUM"
314596.2	"DISODIUM LEVOFOLINATE"
314605.2	"DISODIUM LEVOFOLINATE"
314614.2	"DISODIUM LEVOFOLINATE"
314623.2	"FACTOR IX"
314632.2	"FACTOR IX"
314641.2	"FACTOR IX"
314657.2	"FACTOR IX"
314666.2	"INSULINUM LYSPRO (RECOMBINANT)"
314675.2	"INSULINUM LYSPRO (RECOMBINANT)"
314684.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314684.2	"INSULINUM LYSPRO (RECOMBINANT)"
314693.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314693.2	"INSULINUM LYSPRO (RECOMBINANT)"
314702.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314702.2	"INSULINUM LYSPRO (RECOMBINANT)"
314711.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314711.2	"INSULINUM LYSPRO (RECOMBINANT)"
314727.2	"INSULINUM LYSPRO (RECOMBINANT)"
314736.2	"INSULINUM LYSPRO (RECOMBINANT)"
314754.2	"IOHEXOL"
314763.2	"IOHEXOL"
314772.2	"IOHEXOL"
314781.2	"IOHEXOL"
314797.2	"IOHEXOL"
314806.2	"IOHEXOL"
314894.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314894.2	"INSULINUM LYSPRO (RECOMBINANT)"
314903.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314903.2	"INSULINUM LYSPRO (RECOMBINANT)"
314912.2	"VALGANCICLOVIR HYDROCHLORIDE"
314921.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314921.2	"INSULINUM LYSPRO (RECOMBINANT)"
314946.2	"INSULINUM LYSPRO (PROTAMINI SUSPENSIO)"
314946.2	"INSULINUM LYSPRO (RECOMBINANT)"
314955.2	"INSULINUM LYSPRO (RECOMBINANT)"
314964.2	"INSULINUM LYSPRO (RECOMBINANT)"
314973.2	"LEUPRORELIN ACETATE"
314982.2	"EFAVIRENZ"
314982.2	"EMTRICITABINE"
314982.2	"TENOFOVIR DISOPROXIL (FUMARATE)"
315016.2	"BISOPROLOL (HEMI)FUMARATE"
315025.2	"CITALOPRAM HYDROBROMIDE"
315034.2	"DIOSMIN"
315034.2	"HESPERIDIN"
315077.2	"MYCOPHENOLATE MOFETIL"
315086.2	"MYCOPHENOLATE MOFETIL"
315095.2	"MYCOPHENOLATE MOFETIL"
315104.2	"MYCOPHENOLATE MOFETIL"
315113.2	"PREGABALIN"
315122.2	"PREGABALIN"
315131.2	"PREGABALIN"
315147.2	"PREGABALIN"
315156.2	"PREGABALIN"
315165.2	"PREGABALIN"
315174.2	"PREGABALIN"
315183.2	"PREGABALIN"
315201.2	"ABACAVIR (SULFATE)"
315201.2	"LAMIVUDINE"
315217.2	"MYCOPHENOLATE MOFETIL"
315226.2	"MYCOPHENOLATE MOFETIL"
315235.2	"MYCOPHENOLATE MOFETIL"
315244.2	"MYCOPHENOLATE MOFETIL"
315463.2	"LIDOCAINE HYDROCHLORIDE"
315472.2	"RISEDRONATE SODIUM"
315481.2	"NEBIVOLOL HYDROCHLORIDE"
315497.2	"TAMOXIFEN CITRATE"
315506.2	"DOMPERIDONE"
315515.2	"OMEPRAZOLE"
315551.2	"IPRATROPIUM BROMIDE (MONOHYDRATE)"
315551.2	"SALBUTAMOL (SULFATE)"
315567.2	"MIRTAZAPINE"
315576.2	"MIRTAZAPINE"
315585.2	"MIRTAZAPINE"
315594.2	"ROPINIROLE (HYDROCHLORIDE)"
315603.2	"ROPINIROLE (HYDROCHLORIDE)"
315612.2	"ROPINIROLE (HYDROCHLORIDE)"
315621.2	"ROPINIROLE (HYDROCHLORIDE)"
315637.2	"ROPINIROLE (HYDROCHLORIDE)"
315646.2	"NEBIVOLOL HYDROCHLORIDE"
315655.2	"NEBIVOLOL HYDROCHLORIDE"
315664.2	"PARACETAMOL"
315673.2	"PARACETAMOL"
315682.2	"NICOTINE (BETACYCLODEXTRIN)"
315734.2	"IPRATROPIUM BROMIDE (MONOHYDRATE)"
315743.2	"IPRATROPIUM BROMIDE (MONOHYDRATE)"
315752.2	"CITALOPRAM HYDROBROMIDE"
315761.2	"ZOLPIDEM HEMITARTRATE"
315786.2	"PERINDOPRIL TERT-BUTYLAMINE (= PERINDOPRIL ERBUMINE)"
315813.2	"PAROXETINE HYDROCHLORIDE"
315822.2	"PAROXETINE HYDROCHLORIDE"
315892.2	"SILDENAFIL"
315901.2	"SILDENAFIL"
315917.2	"SILDENAFIL"
315926.2	"DABIGATRAN ETEXILATE (MESILATE)"
315935.2	"DABIGATRAN ETEXILATE (MESILATE)"
315944.2	"DABIGATRAN ETEXILATE (MESILATE)"
315953.2	"DABIGATRAN ETEXILATE (MESILATE)"
315962.2	"DABIGATRAN ETEXILATE (MESILATE)"
315971.2	"DABIGATRAN ETEXILATE (MESILATE)"
315987.2	"DABIGATRAN ETEXILATE (MESILATE)"
315996.2	"DABIGATRAN ETEXILATE (MESILATE)"
316005.2	"LOPINAVIR"
316005.2	"RITONAVIR"
316014.2	"TOPOTECAN (HYDROCHLORIDE)"
316023.2	"TOPOTECAN (HYDROCHLORIDE)"
316032.2	"HYDROCHLOROTHIAZIDE"
316032.2	"TELMISARTAN"
316041.2	"HYDROCHLOROTHIAZIDE"
316041.2	"TELMISARTAN"
316057.2	"HYDROCHLOROTHIAZIDE"
316057.2	"TELMISARTAN"
316066.2	"HYDROCHLOROTHIAZIDE"
316066.2	"TELMISARTAN"
316075.2	"HYDROCHLOROTHIAZIDE"
316075.2	"TELMISARTAN"
316084.2	"HYDROCHLOROTHIAZIDE"
316084.2	"TELMISARTAN"
316093.2	"HYDROCHLOROTHIAZIDE"
316093.2	"TELMISARTAN"
316102.2	"HYDROCHLOROTHIAZIDE"
316102.2	"TELMISARTAN"
316111.2	"HYDROCHLOROTHIAZIDE"
316111.2	"TELMISARTAN"
316127.2	"HYDROCHLOROTHIAZIDE"
316127.2	"TELMISARTAN"
316136.2	"HYDROCHLOROTHIAZIDE"
316136.2	"TELMISARTAN"
316145.2	"HYDROCHLOROTHIAZIDE"
316145.2	"TELMISARTAN"
316163.2	"PAROXETINE HYDROCHLORIDE"
316172.2	"PAROXETINE HYDROCHLORIDE"
316181.2	"PAROXETINE HYDROCHLORIDE"
316197.2	"PAROXETINE HYDROCHLORIDE"
316206.2	"LOSARTAN POTASSIUM"
316215.2	"LOSARTAN POTASSIUM"
316224.2	"LOSARTAN POTASSIUM"
316233.2	"LOSARTAN POTASSIUM"
316276.2	"BICALUTAMIDE"
316285.2	"BICALUTAMIDE"
316294.2	"ALPRAZOLAM"
316303.2	"GLIMEPIRIDE"
316303.2	"PIOGLITAZONE (HYDROCHLORIDE)"
316312.2	"GLIMEPIRIDE"
