"","cti","ActSubst.Name","unit","dosis","DateNew"
"22722",380204,"TELMISARTAN","MG","20.00",""
"22723",380213,"TELMISARTAN","MG","20.00",""
"22724",380222,"TELMISARTAN","MG","20.00",""
"22725",380231,"TELMISARTAN","MG","20.00",""
"22726",380247,"TELMISARTAN","MG","20.00",""
"22727",380256,"TELMISARTAN","MG","20.00",""
"22728",380265,"TELMISARTAN","MG","20.00",""
"22729",380274,"TELMISARTAN","MG","20.00",""
"22730",380283,"TELMISARTAN","MG","40.00",""
"22731",380292,"TELMISARTAN","MG","40.00",""
"22732",380301,"TELMISARTAN","MG","40.00",""
"22733",380317,"TELMISARTAN","MG","40.00",""
"22734",380326,"TELMISARTAN","MG","40.00",""
"22735",380335,"TELMISARTAN","MG","40.00",""
"22736",380344,"TELMISARTAN","MG","40.00",""
"22737",380353,"TELMISARTAN","MG","40.00",""
"22738",380362,"TELMISARTAN","MG","40.00",""
"22739",380371,"TELMISARTAN","MG","40.00",""
"22740",380387,"TELMISARTAN","MG","80.00",""
"22741",380396,"TELMISARTAN","MG","80.00",""
"22742",380405,"TELMISARTAN","MG","80.00",""
"22743",380414,"TELMISARTAN","MG","80.00",""
"22744",380423,"TELMISARTAN","MG","80.00",""
"22745",380432,"TELMISARTAN","MG","80.00",""
"22746",380441,"TELMISARTAN","MG","80.00",""
"22747",380457,"TELMISARTAN","MG","80.00",""
"22748",380466,"TELMISARTAN","MG","80.00",""
"22749",380475,"TELMISARTAN","MG","80.00",""
"22750",380484,"BETAHISTINE HYDROCHLORIDE","MG","16.00",""
"22751",380493,"ZOPICLONE","MG","7.50",""
"22752",380502,"KETOCONAZOLE","MG/G","20.00",""
"22753",380527,"CEFEPIME DIHYDROCHLORIDE MONOHYDRATE","MG","606.00",""
"22754",380536,"CEFEPIME DIHYDROCHLORIDE MONOHYDRATE","MG","1213.00",""
"22755",380545,"CEFEPIME DIHYDROCHLORIDE MONOHYDRATE","G","2426.00",""
"22756",380563,"ERYTHROMYCIN","MG/ML","40.00",""
"22757",380572,"CALCIUM CHLORIDE (DIHYDRATE)","MCG/ML","37.00",""
"22758",380572,"GLUTAMIC ACID (L)","MG/ML","2.29",""
"22759",380572,"GLUTATHIONE","MG/ML","0.92",""
"22760",380572,"HISTIDINE","MG/ML","4.65",""
"22761",380572,"LACTOBIONIC ACID","MG/ML","28.66",""
"22762",380572,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","2.64",""
"22763",380572,"MANNITOL","MG/ML","10.93",""
"22764",380572,"POTASSIUM CHLORIDE","MG/ML","1.12",""
"22765",380572,"SODIUM HYDROXYDE","MG/ML","4.00",""
"22766",380721,"RISEDRONATE SODIUM","MG","35.00",""
"22767",380755,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MG","0.70",""
"22768",380764,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MG","0.18",""
"22769",380773,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"22770",380782,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"22771",380791,"DORZOLAMIDE HYDROCHLORIDE","MG/ML","22.26",""
"22772",380807,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","150.00",""
"22773",380816,"OMEPRAZOLE","MG","10.00",""
"22774",380825,"OMEPRAZOLE","MG","10.00",""
"22775",380834,"OMEPRAZOLE","MG","20.00",""
"22776",380843,"OMEPRAZOLE","MG","20.00",""
"22777",380852,"OMEPRAZOLE","MG","40.00",""
"22778",380861,"OMEPRAZOLE","MG","40.00",""
"22779",380913,"AZATHIOPRINE","MG","50.00",""
"22780",380922,"NEBIVOLOL HYDROCHLORIDE","MG","5.45",""
"22781",380931,"MYCOPHENOLATE MOFETIL","MG","500.00",""
"22782",380947,"MYCOPHENOLATE MOFETIL","MG","500.00",""
"22783",380974,"SILDENAFIL (CITRATE)","MG","25.00",""
"22784",380983,"SILDENAFIL (CITRATE)","MG","50.00",""
"22785",380992,"SILDENAFIL (CITRATE)","MG","100.00",""
"22786",381001,"ATORVASTATIN (HEMICALCIUM SESQUIHYDRATE)","MG","10.00",""
"22787",381017,"ATORVASTATIN (HEMICALCIUM SESQUIHYDRATE)","MG","10.00",""
"22788",381026,"ATORVASTATIN (HEMICALCIUM SESQUIHYDRATE)","MG","20.00",""
"22789",381035,"ATORVASTATIN (HEMICALCIUM SESQUIHYDRATE)","MG","20.00",""
"22790",381062,"ATORVASTATIN (HEMICALCIUM SESQUIHYDRATE)","MG","40.00",""
"22791",381071,"ATORVASTATIN (HEMICALCIUM SESQUIHYDRATE)","MG","40.00",""
"22792",381087,"DORZOLAMIDE (HYDROCHLORIDE)","MG/ML","20.00",""
"22793",381087,"TIMOLOL (MALEATE)","MG/ML","5.00",""
"22794",381105,"DEQUALINIUM CHLORIDE","MG","10.00",""
"22795",381114,"DOCETAXEL (ANHYDROUS)","MG/ML","20.00",""
"22796",381123,"DOCETAXEL (ANHYDROUS)","MG/ML","20.00",""
"22797",381132,"DOCETAXEL (ANHYDROUS)","MG/ML","20.00",""
"22798",381141,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"22799",381157,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"22800",381166,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","45.10",""
"22801",381175,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","45.10",""
"22802",381184,"SOMATROPIN","MG/ML","3.30",""
"22803",381193,"SOMATROPIN","MG/ML","6.70",""
"22804",381202,"SOMATROPIN","MG/ML","10.00",""
"22805",381211,"BILASTINE","MG","20.00",""
"22806",381211,"BILASTINE","MG","20.00","11/22/10 00:00:00"
"22807",381227,"GLUCOSAMINE (SULFATE SODIUM CHLORIDE)","MG","1178.00",""
"22808",381236,"LETROZOLE","MG","2.50",""
"22809",381245,"LETROZOLE","MG","2.50",""
"22810",381254,"BISOPROLOL (HEMI)FUMARATE","MG","1.25",""
"22811",381263,"BISOPROLOL (HEMI)FUMARATE","MG","2.50",""
"22812",381272,"BISOPROLOL (HEMI)FUMARATE","MG","3.75",""
"22813",381281,"TOPOTECAN (HYDROCHLORIDE)","MG","4.00",""
"22814",381297,"MONTELUKAST SODIUM","MG","10.40",""
"22815",381315,"MONTELUKAST SODIUM","MG","10.40",""
"22816",381412,"EXEMESTANE","MG","25.00",""
"22817",381421,"GEMCITABINE HYDROCHLORIDE","MG","228.00",""
"22818",381437,"GEMCITABINE HYDROCHLORIDE","MG","1140.00",""
"22819",381446,"GEMCITABINE HYDROCHLORIDE","MG","2280.00",""
"22820",381482,"PROPIVERINE HYDROCHLORIDE","MG","30.00","09/07/09 00:00:00"
"22821",381491,"PROPIVERINE HYDROCHLORIDE","MG","30.00","09/07/09 00:00:00"
"22822",381525,"LATANOPROST","MG/ML","0.05",""
"22823",381534,"METHYLPHENIDATE HYDROCHLORIDE","MG","5.00",""
"22824",381543,"METHYLPHENIDATE HYDROCHLORIDE","MG","10.00",""
"22825",381552,"METHYLPHENIDATE HYDROCHLORIDE","MG","20.00",""
"22826",381561,"METHYLPHENIDATE HYDROCHLORIDE","MG","5.00",""
"22827",381577,"METHYLPHENIDATE HYDROCHLORIDE","MG","10.00",""
"22828",381586,"METHYLPHENIDATE HYDROCHLORIDE","MG","20.00",""
"22829",381595,"METHYLPHENIDATE HYDROCHLORIDE","MG","30.00",""
"22830",381604,"METHYLPHENIDATE HYDROCHLORIDE","MG","40.00",""
"22831",381656,"ALANINE","MG/ML","6.79",""
"22832",381656,"ARGININE","MG/ML","3.78",""
"22833",381656,"ASPARTIC ACID","MG/ML","2.10",""
"22834",381656,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.62",""
"22835",381656,"GLUCOSE (ANHYDROUS)","MG/ML","144.00",""
"22836",381656,"GLUTAMIC ACID","MG/ML","4.91",""
"22837",381656,"GLYCINE","MG/ML","2.31",""
"22838",381656,"HISTIDINE HYDROCHLORIDE","MG/ML","2.37",""
"22839",381656,"ISOLEUCINE","MG/ML","3.28",""
"22840",381656,"LEUCINE","MG/ML","4.38",""
"22841",381656,"LYSINE HYDROCHLORIDE","MG/ML","3.98",""
"22842",381656,"MAGNESIUM ACETATE","MG/ML","0.91",""
"22843",381656,"METHIONINE","MG/ML","2.74",""
"22844",381656,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"22845",381656,"PHENYLALANINE","MG/ML","4.92",""
"22846",381656,"POTASSIUM ACETATE","MG/ML","3.69",""
"22847",381656,"PROLINE","MG/ML","4.76",""
"22848",381656,"SERINE","MG/ML","4.20",""
"22849",381656,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","2.50",""
"22850",381656,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.25",""
"22851",381656,"SODIUM CHLORIDE","MG/ML","0.38",""
"22852",381656,"SODIUM HYDROXYDE","MG/ML","1.17",""
"22853",381656,"SOYA OIL","MG/ML","16.00",""
"22854",381656,"THREONINE","MG/ML","2.54",""
"22855",381656,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"22856",381656,"TRYPTOPHAN","MG/ML","0.80",""
"22857",381656,"VALINE","MG/ML","3.60",""
"22858",381656,"ZINC ACETATE","MCG/ML","7.02",""
"22859",381665,"ALANINE","MG/ML","6.79",""
"22860",381665,"ARGININE","MG/ML","3.78",""
"22861",381665,"ASPARTIC ACID","MG/ML","2.10",""
"22862",381665,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.62",""
"22863",381665,"GLUCOSE (ANHYDROUS)","MG/ML","144.00",""
"22864",381665,"GLUTAMIC ACID","MG/ML","4.91",""
"22865",381665,"GLYCINE","MG/ML","2.31",""
"22866",381665,"HISTIDINE HYDROCHLORIDE","MG/ML","2.37",""
"22867",381665,"ISOLEUCINE","MG/ML","3.28",""
"22868",381665,"LEUCINE","MG/ML","4.38",""
"22869",381665,"LYSINE HYDROCHLORIDE","MG/ML","3.98",""
"22870",381665,"MAGNESIUM ACETATE","MG/ML","0.91",""
"22871",381665,"METHIONINE","MG/ML","2.74",""
"22872",381665,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"22873",381665,"PHENYLALANINE","MG/ML","4.92",""
"22874",381665,"POTASSIUM ACETATE","MG/ML","3.69",""
"22875",381665,"PROLINE","MG/ML","4.76",""
"22876",381665,"SERINE","MG/ML","4.20",""
"22877",381665,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","2.50",""
"22878",381665,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.25",""
"22879",381665,"SODIUM CHLORIDE","MG/ML","0.38",""
"22880",381665,"SODIUM HYDROXYDE","MG/ML","1.17",""
"22881",381665,"SOYA OIL","MG/ML","16.00",""
"22882",381665,"THREONINE","MG/ML","2.54",""
"22883",381665,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"22884",381665,"TRYPTOPHAN","MG/ML","0.80",""
"22885",381665,"VALINE","MG/ML","3.60",""
"22886",381665,"ZINC ACETATE","MCG/ML","7.02",""
"22887",381674,"ALANINE","MG/ML","6.79",""
"22888",381674,"ARGININE","MG/ML","3.78",""
"22889",381674,"ASPARTIC ACID","MG/ML","2.10",""
"22890",381674,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.62",""
"22891",381674,"GLUCOSE (ANHYDROUS)","MG/ML","144.00",""
"22892",381674,"GLUTAMIC ACID","MG/ML","4.91",""
"22893",381674,"GLYCINE","MG/ML","2.31",""
"22894",381674,"HISTIDINE HYDROCHLORIDE","MG/ML","2.37",""
"22895",381674,"ISOLEUCINE","MG/ML","3.28",""
"22896",381674,"LEUCINE","MG/ML","4.38",""
"22897",381674,"LYSINE HYDROCHLORIDE","MG/ML","3.98",""
"22898",381674,"MAGNESIUM ACETATE","MG/ML","0.91",""
"22899",381674,"METHIONINE","MG/ML","2.74",""
"22900",381674,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"22901",381674,"PHENYLALANINE","MG/ML","4.92",""
"22902",381674,"POTASSIUM ACETATE","MG/ML","3.69",""
"22903",381674,"PROLINE","MG/ML","4.76",""
"22904",381674,"SERINE","MG/ML","4.20",""
"22905",381674,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","2.50",""
"22906",381674,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.25",""
"22907",381674,"SODIUM CHLORIDE","MG/ML","0.38",""
"22908",381674,"SODIUM HYDROXYDE","MG/ML","1.17",""
"22909",381674,"SOYA OIL","MG/ML","16.00",""
"22910",381674,"THREONINE","MG/ML","2.54",""
"22911",381674,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"22912",381674,"TRYPTOPHAN","MG/ML","0.80",""
"22913",381674,"VALINE","MG/ML","3.60",""
"22914",381674,"ZINC ACETATE","MCG/ML","7.02",""
"22915",381683,"ALANINE","MG/ML","6.79",""
"22916",381683,"ARGININE","MG/ML","3.78",""
"22917",381683,"ASPARTIC ACID","MG/ML","2.10",""
"22918",381683,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.62",""
"22919",381683,"GLUCOSE (ANHYDROUS)","MG/ML","144.00",""
"22920",381683,"GLUTAMIC ACID","MG/ML","4.91",""
"22921",381683,"GLYCINE","MG/ML","2.31",""
"22922",381683,"HISTIDINE HYDROCHLORIDE","MG/ML","2.37",""
"22923",381683,"ISOLEUCINE","MG/ML","3.28",""
"22924",381683,"LEUCINE","MG/ML","4.38",""
"22925",381683,"LYSINE HYDROCHLORIDE","MG/ML","3.98",""
"22926",381683,"MAGNESIUM ACETATE","MG/ML","0.91",""
"22927",381683,"METHIONINE","MG/ML","2.74",""
"22928",381683,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"22929",381683,"PHENYLALANINE","MG/ML","4.92",""
"22930",381683,"POTASSIUM ACETATE","MG/ML","3.69",""
"22931",381683,"PROLINE","MG/ML","4.76",""
"22932",381683,"SERINE","MG/ML","4.20",""
"22933",381683,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","2.50",""
"22934",381683,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.25",""
"22935",381683,"SODIUM CHLORIDE","MG/ML","0.38",""
"22936",381683,"SODIUM HYDROXYDE","MG/ML","1.17",""
"22937",381683,"SOYA OIL","MG/ML","16.00",""
"22938",381683,"THREONINE","MG/ML","2.54",""
"22939",381683,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"22940",381683,"TRYPTOPHAN","MG/ML","0.80",""
"22941",381683,"VALINE","MG/ML","3.60",""
"22942",381683,"ZINC ACETATE","MCG/ML","7.02",""
"22943",381692,"ALANINE","MG/ML","4.66",""
"22944",381692,"ARGININE","MG/ML","2.59",""
"22945",381692,"ASPARTIC ACID","MG/ML","1.44",""
"22946",381692,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.47",""
"22947",381692,"GLUCOSE (ANHYDROUS)","MG/ML","120.00",""
"22948",381692,"GLUTAMIC ACID","MG/ML","3.37",""
"22949",381692,"GLYCINE","MG/ML","1.58",""
"22950",381692,"HISTIDINE HYDROCHLORIDE","MG/ML","1.62",""
"22951",381692,"ISOLEUCINE","MG/ML","2.26",""
"22952",381692,"LEUCINE","MG/ML","3.01",""
"22953",381692,"LYSINE HYDROCHLORIDE","MG/ML","2.73",""
"22954",381692,"MAGNESIUM ACETATE","MG/ML","0.69",""
"22955",381692,"METHIONINE","MG/ML","1.88",""
"22956",381692,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"22957",381692,"PHENYLALANINE","MG/ML","3.37",""
"22958",381692,"POTASSIUM ACETATE","MG/ML","2.75",""
"22959",381692,"PROLINE","MG/ML","3.26",""
"22960",381692,"SERINE","MG/ML","2.88",""
"22961",381692,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","1.87",""
"22962",381692,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.22",""
"22963",381692,"SODIUM CHLORIDE","MG/ML","0.40",""
"22964",381692,"SODIUM HYDROXYDE","MG/ML","0.78",""
"22965",381692,"SOYA OIL","MG/ML","16.00",""
"22966",381692,"THREONINE","MG/ML","1.74",""
"22967",381692,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"22968",381692,"TRYPTOPHAN","MG/ML","0.54",""
"22969",381692,"VALINE","MG/ML","2.50",""
"22970",381692,"ZINC ACETATE","MCG/ML","5.26",""
"22971",381701,"ALANINE","MG/ML","4.66",""
"22972",381701,"ARGININE","MG/ML","2.59",""
"22973",381701,"ASPARTIC ACID","MG/ML","1.44",""
"22974",381701,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.47",""
"22975",381701,"GLUCOSE (ANHYDROUS)","MG/ML","120.00",""
"22976",381701,"GLUTAMIC ACID","MG/ML","3.37",""
"22977",381701,"GLYCINE","MG/ML","1.58",""
"22978",381701,"HISTIDINE HYDROCHLORIDE","MG/ML","1.62",""
"22979",381701,"ISOLEUCINE","MG/ML","2.26",""
"22980",381701,"LEUCINE","MG/ML","3.01",""
"22981",381701,"LYSINE HYDROCHLORIDE","MG/ML","2.73",""
"22982",381701,"MAGNESIUM ACETATE","MG/ML","0.69",""
"22983",381701,"METHIONINE","MG/ML","1.88",""
"22984",381701,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"22985",381701,"PHENYLALANINE","MG/ML","3.37",""
"22986",381701,"POTASSIUM ACETATE","MG/ML","2.75",""
"22987",381701,"PROLINE","MG/ML","3.26",""
"22988",381701,"SERINE","MG/ML","2.88",""
"22989",381701,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","1.87",""
"22990",381701,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.22",""
"22991",381701,"SODIUM CHLORIDE","MG/ML","0.40",""
"22992",381701,"SODIUM HYDROXYDE","MG/ML","0.78",""
"22993",381701,"SOYA OIL","MG/ML","16.00",""
"22994",381701,"THREONINE","MG/ML","1.74",""
"22995",381701,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"22996",381701,"TRYPTOPHAN","MG/ML","0.54",""
"22997",381701,"VALINE","MG/ML","2.50",""
"22998",381701,"ZINC ACETATE","MCG/ML","5.26",""
"22999",381717,"ALANINE","MG/ML","4.66",""
"23000",381717,"ARGININE","MG/ML","2.59",""
"23001",381717,"ASPARTIC ACID","MG/ML","1.44",""
"23002",381717,"CALCIUM CHLORIDE (DIHYDRATE)","MG/ML","0.47",""
"23003",381717,"GLUCOSE (ANHYDROUS)","MG/ML","120.00",""
"23004",381717,"GLUTAMIC ACID","MG/ML","3.37",""
"23005",381717,"GLYCINE","MG/ML","1.58",""
"23006",381717,"HISTIDINE HYDROCHLORIDE","MG/ML","1.62",""
"23007",381717,"ISOLEUCINE","MG/ML","2.26",""
"23008",381717,"LEUCINE","MG/ML","3.01",""
"23009",381717,"LYSINE HYDROCHLORIDE","MG/ML","2.73",""
"23010",381717,"MAGNESIUM ACETATE","MG/ML","0.69",""
"23011",381717,"METHIONINE","MG/ML","1.88",""
"23012",381717,"OMEGA-3-ACID TRIGLYCERIDES","MG/ML","4.00",""
"23013",381717,"PHENYLALANINE","MG/ML","3.37",""
"23014",381717,"POTASSIUM ACETATE","MG/ML","2.75",""
"23015",381717,"PROLINE","MG/ML","3.26",""
"23016",381717,"SERINE","MG/ML","2.88",""
"23017",381717,"SODIUM (MONO) PHOSPHATE DIHYDRATE","MG/ML","1.87",""
"23018",381717,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","0.22",""
"23019",381717,"SODIUM CHLORIDE","MG/ML","0.40",""
"23020",381717,"SODIUM HYDROXYDE","MG/ML","0.78",""
"23021",381717,"SOYA OIL","MG/ML","16.00",""
"23022",381717,"THREONINE","MG/ML","1.74",""
"23023",381717,"TRIGLYCERIDES MEDIUM CHAIN","MG/ML","20.00",""
"23024",381717,"TRYPTOPHAN","MG/ML","0.54",""
"23025",381717,"VALINE","MG/ML","2.50",""
"23026",381717,"ZINC ACETATE","MCG/ML","5.26",""
"23027",381726,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","2.12",""
"23028",381735,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","2.12",""
"23029",381744,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","5.29",""
"23030",381753,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","5.29",""
"23031",381762,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","7.94",""
"23032",381771,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","7.94",""
"23033",381787,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","10.58",""
"23034",381796,"ROPIVACAINE HYDROCHLORIDE MONOHYDRATE","MG/ML","10.58",""
"23035",381823,"PARACETAMOL","MG","1000.00",""
"23036",381841,"BICALUTAMIDE","MG","150.00",""
"23037",381857,"CLARITHROMYCINE","MG","500.00",""
"23038",381866,"ESMOLOL HYDROCHLORIDE","MG","25.00",""
"23039",381884,"CLINDAMYCIN (HYDROCHLORIDE)","MG","150.00",""
"23040",381902,"CLINDAMYCIN (HYDROCHLORIDE)","MG","300.00",""
"23041",381911,"RABEPRAZOLE SODIUM","MG","10.00",""
"23042",381927,"RABEPRAZOLE SODIUM","MG","20.00",""
"23043",381936,"PIROXICAM","MG","20.00",""
"23044",382137,"ACETYLSALICYLIC ACID","MG","100.00",""
"23045",382137,"BISOPROLOL (HEMI)FUMARATE","MG","5.00",""
"23046",382146,"ACETYLSALICYLIC ACID","MG","100.00",""
"23047",382146,"BISOPROLOL (HEMI)FUMARATE","MG","10.00",""
"23048",382155,"LERCANIDIPINE HYDROCHLORIDE","MG","10.00",""
"23049",382164,"LERCANIDIPINE HYDROCHLORIDE","MG","20.00",""
"23050",382173,"ESOMEPRAZOLE MAGNESIUM","MG","21.69",""
"23051",382182,"ESOMEPRAZOLE MAGNESIUM","MG","21.69",""
"23052",382191,"ESOMEPRAZOLE MAGNESIUM","MG","43.37",""
"23053",382207,"ESOMEPRAZOLE MAGNESIUM","MG","43.37",""
"23054",382216,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"23055",382225,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","1.50",""
"23056",382234,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"23057",382243,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","3.00",""
"23058",382252,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"23059",382261,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","4.50",""
"23060",382277,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"23061",382286,"RIVASTIGMINE (HYDROGEN TARTRATE)","MG","6.00",""
"23062",382295,"VALSARTAN","MG","40.00",""
"23063",382304,"VALSARTAN","MG","80.00",""
"23064",382313,"VALSARTAN","MG","160.00",""
"23065",382356,"VALSARTAN","MG","40.00",""
"23066",382365,"VALSARTAN","MG","80.00",""
"23067",382374,"VALSARTAN","MG","160.00",""
"23068",382383,"LETROZOLE","MG","2.50",""
"23069",382444,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23070",382444,"IRBESARTAN","MG","150.00",""
"23071",382453,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23072",382453,"IRBESARTAN","MG","300.00",""
"23073",382462,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"23074",382462,"IRBESARTAN","MG","300.00",""
"23075",382487,"ALENDRONIC ACID (AS SODIUM)","MG","70.00",""
"23076",382496,"ESOMEPRAZOLE MAGNESIUM","MG","22.30",""
"23077",382496,"NAPROXEN","MG","500.00",""
"23078",382505,"ESOMEPRAZOLE MAGNESIUM","MG","22.30",""
"23079",382505,"NAPROXEN","MG","500.00",""
"23080",382514,"ADRENALINE (BI)TARTRATE (= EPINEPHRINE BITARTRATE)","MCG","300.00",""
"23081",382523,"ADRENALINE (BI)TARTRATE (= EPINEPHRINE BITARTRATE)","MCG","600.00",""
"23082",382541,"C1-INHIBITOR","","Q.S.",""
"23083",382566,"ETHINYLESTRADIOL","MCG","30.00",""
"23084",382566,"LEVONORGESTREL","MCG","150.00",""
"23085",382575,"PITAVASTATIN (CALCIUM)","MG","2.00","12/16/10 00:00:00"
"23086",382584,"PITAVASTATIN (CALCIUM)","MG","4.00","12/16/10 00:00:00"
"23087",382593,"PITAVASTATIN (CALCIUM)","MG","1.00","12/16/10 00:00:00"
"23088",382654,"PITAVASTATIN (CALCIUM)","G","2.00","12/16/10 00:00:00"
"23089",382663,"PITAVASTATIN (CALCIUM)","G","4.00","12/16/10 00:00:00"
"23090",382672,"PITAVASTATIN (CALCIUM)","MG","1.00","12/16/10 00:00:00"
"23091",382715,"LEFLUNOMIDE","MG","10.00",""
"23092",382724,"LEFLUNOMIDE","MG","20.00",""
"23093",382733,"BUDESONIDE","MG/ML","0.25",""
"23094",382776,"EXEMESTANE","MG","25.00",""
"23095",382785,"VECURONIUM BROMIDE","MG","4.00",""
"23096",382803,"TAPENTADOL HYDROCHLORIDE","MG","58.24","01/04/11 00:00:00"
"23097",382812,"TAPENTADOL HYDROCHLORIDE","MG","87.36","01/04/11 00:00:00"
"23098",382821,"TAPENTADOL HYDROCHLORIDE","MG","116.48","01/04/11 00:00:00"
"23099",382837,"TAPENTADOL HYDROCHLORIDE","MG","58.24","01/04/11 00:00:00"
"23100",382846,"TAPENTADOL HYDROCHLORIDE","MG","116.48","01/04/11 00:00:00"
"23101",382855,"TAPENTADOL HYDROCHLORIDE","MG","174.72","01/04/11 00:00:00"
"23102",382864,"TAPENTADOL HYDROCHLORIDE","MG","232.96","01/04/11 00:00:00"
"23103",382873,"TAPENTADOL HYDROCHLORIDE","MG","291.20","01/04/11 00:00:00"
"23104",382943,"OLANZAPINE","MG","10.00",""
"23105",383004,"OLANZAPINE","MG","5.00",""
"23106",383013,"OLANZAPINE","MG","10.00",""
"23107",383022,"OLANZAPINE","MG","15.00",""
"23108",383031,"OLANZAPINE","MG","20.00",""
"23109",383047,"MINOCYCLINE HYDROCHLORIDE","MG","100.00",""
"23110",383056,"MINOCYCLINE HYDROCHLORIDE","MG","100.00",""
"23111",383083,"TAPENTADOL HYDROCHLORIDE","MG","58.24","01/04/11 00:00:00"
"23112",383092,"TAPENTADOL HYDROCHLORIDE","MG","87.36","01/04/11 00:00:00"
"23113",383101,"TAPENTADOL HYDROCHLORIDE","MG","116.48","01/04/11 00:00:00"
"23114",383117,"TAPENTADOL HYDROCHLORIDE","MG","58.24","01/04/11 00:00:00"
"23115",383126,"TAPENTADOL HYDROCHLORIDE","MG","116.48","01/04/11 00:00:00"
"23116",383135,"TAPENTADOL HYDROCHLORIDE","MG","174.72","01/04/11 00:00:00"
"23117",383144,"TAPENTADOL HYDROCHLORIDE","MG","232.96","01/04/11 00:00:00"
"23118",383153,"TAPENTADOL HYDROCHLORIDE","MG","291.20","01/04/11 00:00:00"
"23119",383214,"PIROXICAM-BETA-CYCLODEXTRINUM","MG","191.20",""
"23120",383223,"PACLITAXEL","MG/ML","6.00",""
"23121",383232,"PACLITAXEL","MG/ML","6.00",""
"23122",383257,"SILDENAFIL","MG","25.00",""
"23123",383266,"SILDENAFIL","MG","50.00",""
"23124",383275,"SILDENAFIL","MG","100.00",""
"23125",383284,"SILDENAFIL","MG","25.00",""
"23126",383293,"SILDENAFIL","MG","50.00",""
"23127",383302,"SILDENAFIL","MG","100.00",""
